City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,rabigh,22.7986,39.0349,35.86,36,75,6.56,SA,1720007628
282,floresta,-8.6011,-38.5686,24.39,61,37,6.76,BR,1720007631
283,sol'-iletsk,51.1631,54.9918,30.51,37,3,3.12,RU,1720007632
284,guapore,-28.8456,-51.8903,14.84,98,74,0.72,BR,1720007633
285,inari,68.906,27.0288,13.11,88,100,3.95,FI,1720007635
286,mao,39.8885,4.2658,22.31,73,75,3.09,ES,1720007636
287,wotho,10.1657,166.0102,28.47,77,87,8.61,MH,1720007637
288,yuyao,30.05,121.1494,28.87,88,22,2.18,CN,1720007639
289,touros,-5.1989,-35.4608,26.37,80,80,5.99,BR,1720007640
290,sharhorod,48.7383,28.085,20.39,88,100,2.12,UA,1720007641
291,wad az zaki,14.4619,32.2065,39.24,23,81,5.73,SD,1720007643
292,kankanhalli,12.55,77.4167,31.52,53,100,6.47,IN,1720007645
293,havre,49.5833,0.3333,19.08,68,0,6.17,FR,1720007646
294,zeliezovce,48.0508,18.6542,21.79,55,34,3.48,SK,1720007647
295,namibe,-15.1961,12.1522,24.94,51,37,5.71,AO,1720007649
296,carnarvon,-24.8667,113.6333,19.45,38,0,7.36,AU,1720007391
297,weno,7.4515,151.8468,26.97,89,75,3.6,FM,1720007651
298,diok'nisi,41.6293,42.3917,21.97,73,85,0.8,GE,1720007652
299,extrema,-22.8547,-46.3183,19.98,46,0,0.87,BR,1720007654
300,invercargill,-46.4,168.35,4.45,91,18,1.79,NZ,1720007407
301,vizinga,61.0749,50.1031,32.78,32,12,5.19,RU,1720007656
302,st. john's,47.5649,-52.7093,14.94,98,100,6.69,CA,1720007657
303,nar'yan-mar,67.6713,53.087,20.35,55,89,9.51,RU,1720007657
304,sovetskiy,61.3614,63.5842,27.19,48,84,2.08,RU,1720007660
305,kavaratti,10.5669,72.642,28.37,86,97,7.0,IN,1720007527
306,playa vicente,17.8333,-95.8167,23.03,93,97,0.64,MX,1720007662
307,castelo branco,39.8222,-7.4909,31.67,34,8,1.09,PT,1720007664
308,east london,-33.0153,27.9116,19.52,59,0,1.54,ZA,1720007403
309,gadzhiyevo,69.2551,33.3362,12.56,77,98,7.89,RU,1720007666
310,santiago de cao,-7.9589,-79.2392,17.07,94,20,1.54,PE,1720007667
311,ocean shores,46.9737,-124.1563,13.34,89,71,1.79,US,1720007669
312,wuzhou,23.4833,111.3167,26.29,89,100,1.43,CN,1720007670
313,ranau,5.9538,116.6641,22.33,97,91,0.23,MY,1720007671
314,chernyshevskiy,63.0128,112.4714,17.15,57,44,2.05,RU,1720007672
315,znamenskoye,57.1281,73.8282,15.8,82,99,4.37,RU,1720007674
316,mrakovo,52.7161,56.6244,28.2,58,18,2.88,RU,1720007675
317,pasuquin,18.3328,120.6177,31.97,79,75,3.6,PH,1720007676
318,tokar,18.4254,37.729,42.63,20,100,10.28,SD,1720007678
319,port hedland,-20.3167,118.5667,23.03,40,1,3.6,AU,1720007679
320,sevastopol,44.6,33.5333,27.22,52,1,3.13,UA,1720007680
321,virac,13.6333,124.2167,23.75,86,73,2.12,PH,1720007681
322,erdenet,49.0333,104.0833,22.51,57,66,1.84,MN,1720007683
323,levelland,33.5873,-102.378,22.88,59,75,4.55,US,1720007684
324,tarfaya,27.9358,-12.9218,20.86,76,96,6.71,MA,1720007685
325,solwezi,-12.1688,26.3894,26.26,25,47,2.28,ZM,1720007562
326,korla,41.7597,86.1469,32.61,11,0,1.52,CN,1720007688
327,chinde,26.8418,88.0763,21.16,92,100,1.99,NP,1720007691
328,obanazawa,38.6033,140.4019,22.39,99,100,1.06,JP,1720007695
329,flying fish cove,-10.4217,105.6791,25.82,94,100,5.14,CX,1720007696
330,broken hill,-31.95,141.4333,10.04,66,36,4.79,AU,1720007697
331,dullewala,31.8359,71.4362,47.79,16,0,4.6,PK,1720007698
332,uglegorsk,49.0833,142.0333,16.37,84,12,0.54,RU,1720007700
333,aras-asan,8.8908,126.3033,27.55,79,7,1.38,PH,1720007495
334,mont-dore,-22.2833,166.5833,23.89,99,86,0.89,NC,1720007707
335,colonia menno,-22.3667,-59.8167,21.37,44,0,3.25,PY,1720007708
336,bel ombre,-4.6167,55.4167,28.91,70,20,5.14,SC,1720007555
337,razole,16.4833,81.8333,31.07,67,95,2.52,IN,1720007711
338,amos,48.5669,-78.1162,13.99,95,100,3.41,CA,1720007712
339,ola,59.5833,151.2833,11.32,87,66,1.33,RU,1720007714
340,blackfoot,43.1905,-112.345,13.82,51,0,3.1,US,1720007715
341,tidjikja,18.5564,-11.4271,35.58,23,3,9.94,MR,1720007716
342,kamaishi,39.2667,141.8833,19.02,97,100,0.24,JP,1720007510
343,onguday,50.75,86.15,18.17,70,92,0.75,RU,1720007718
344,fiambala,-27.6871,-67.6149,10.18,15,0,0.76,AR,1720007721
345,island harbour,50.724,-1.2758,19.46,78,99,3.13,GB,1720007731
346,itoman,26.1247,127.6694,30.01,82,20,4.12,JP,1720007732
347,la ronge,55.1001,-105.2842,15.14,77,40,3.09,CA,1720007734
348,cidreira,-30.1811,-50.2056,14.9,94,58,4.9,BR,1720007542
349,porto belo,-27.1578,-48.5531,16.2,100,0,4.07,BR,1720007743
350,portland,45.5234,-122.6762,12.3,88,1,0.45,US,1720007745
351,san jose de feliciano,-30.3845,-58.7517,10.44,80,17,4.09,AR,1720007746
352,talas,38.6908,35.5538,31.37,17,0,2.06,TR,1720007747
353,iskateley,67.6803,53.1512,20.29,55,91,9.49,RU,1720007748
354,meadville,41.6414,-80.1515,22.21,72,42,0.89,US,1720007750
355,arno,60.1167,18.6333,15.44,89,100,1.68,SE,1720007751
356,howard springs,-12.497,131.047,22.95,72,39,4.3,AU,1720007752
357,porto novo,6.4965,2.6036,25.9,88,100,4.33,BJ,1720007753
358,port blair,11.6667,92.75,26.02,94,100,2.57,IN,1720007754
359,lower hutt,-41.2167,174.9167,9.06,78,100,10.29,NZ,1720007756
360,qulsary,46.9531,54.0198,35.09,18,21,3.56,KZ,1720007638
361,dhaulpur,26.7,77.9,31.54,65,100,6.97,IN,1720007502
362,kongsvinger,60.1905,11.9977,19.14,41,92,0.41,NO,1720007759
363,mil'kovo,55.6078,37.7956,33.08,41,41,5.96,RU,1720007763
364,jau,-22.2964,-48.5578,19.95,44,0,1.12,BR,1720007764
365,danjiangkou,32.5428,111.5086,25.36,91,100,0.49,CN,1720007765
366,kapoeta,4.7717,33.5903,34.74,27,79,3.27,SS,1720007766
367,holma,9.9008,13.0567,32.3,44,31,2.7,NG,1720007768
368,ciudad lazaro cardenas,17.9583,-102.2,24.29,90,100,1.86,MX,1720007769
369,maloye ganyushkino,46.6,49.2667,32.0,24,57,6.09,KZ,1720007770
370,san pedro,14.35,121.0167,30.18,77,90,2.24,PH,1720007488
371,kyshtovka,56.555,76.6271,20.33,87,40,4.4,RU,1720007773
372,al ghayzah,16.2079,52.176,33.17,59,42,5.8,YE,1720007774
373,koson,39.0375,65.585,37.18,7,0,1.17,UZ,1720007775
374,araxa,-19.5933,-46.9406,16.98,77,0,1.54,BR,1720007776
375,paka,4.6374,103.4368,28.96,79,20,2.57,MY,1720007778
376,harstad,68.799,16.5293,11.25,96,100,4.92,NO,1720007502
377,chibougamau,49.9168,-74.3659,16.79,67,100,4.63,CA,1720007780
378,remire-montjoly,4.9167,-52.2667,27.02,89,0,2.06,GF,1720007781
379,formosa do rio preto,-11.0483,-45.1931,23.95,47,9,3.88,BR,1720007783
380,tenno,39.9,139.9667,20.56,96,100,3.29,JP,1720007784
381,gao,16.6362,1.637,35.36,34,66,6.59,ML,1720007785
382,yanam,16.7333,82.2167,31.41,64,97,2.44,IN,1720007786
383,nefteyugansk,61.0998,72.6035,20.88,37,13,0.87,RU,1720007787
384,tsiombe,-25.3,45.4833,26.58,41,1,3.89,MG,1720007789
385,markovo,57.3206,107.0881,22.5,79,58,3.08,RU,1720007790
386,empangeni,-28.762,31.8933,31.35,17,0,1.37,ZA,1720007791
387,rurrenabaque,-14.4413,-67.5278,17.94,100,20,0.0,BO,1720007792
388,adigrat,14.277,39.462,17.2,68,100,2.61,ET,1720007794
389,terrace,54.5163,-128.6035,10.95,81,40,1.54,CA,1720007795
390,roxas,11.5853,122.7511,27.86,83,97,2.27,PH,1720007796
391,chapada dos guimaraes,-15.4606,-55.7497,15.81,35,0,1.85,BR,1720007797
392,filadelfia,39.9523,-75.1638,22.57,87,64,1.86,US,1720007799
393,woodcrest,33.8822,-117.3573,23.26,72,0,0.44,US,1720007800
394,ponta delgada,37.7333,-25.6667,24.4,69,20,4.63,PT,1720007801
395,'alaqahdari dishu,30.4374,63.313,46.49,6,0,6.32,AF,1720007802
396,arroyo seco,-33.1549,-60.5086,7.79,10,19,2.26,AR,1720007804
397,najran,17.4924,44.1277,36.36,14,71,5.17,SA,1720007805
398,solnechnyy,50.7214,136.6319,23.08,80,4,2.12,RU,1720007806
399,artova,40.1158,36.3001,29.24,23,0,4.03,TR,1720007807
400,dudinka,69.4058,86.1778,18.02,37,65,6.1,RU,1720007810
401,quellon,-43.1167,-73.6167,5.12,86,100,7.32,CL,1720007811
402,prainha,-1.8,-53.48,25.77,83,10,2.13,BR,1720007812
403,malango,-2.9627,119.9001,20.45,100,100,0.55,ID,1720007534
404,baruun-urt,46.6806,113.2792,24.03,44,100,1.98,MN,1720007815
405,bilozerka,46.6248,32.4425,35.45,17,7,3.79,UA,1720007816
406,ayvacik,39.6011,26.4047,34.79,43,0,5.36,TR,1720007817
407,kyabe,9.4515,18.9449,35.52,39,22,1.22,TD,1720007819
408,beyneu,45.3167,55.2,33.65,19,3,1.32,KZ,1720007820
409,taitung city,22.7583,121.1444,29.15,94,20,1.54,TW,1720007821
410,kerikeri,-35.2268,173.9474,7.73,88,45,1.87,NZ,1720007822
411,dapa,9.7594,126.0531,28.05,78,44,2.11,PH,1720007823
412,meizhou,24.2977,116.1072,27.44,82,10,1.83,CN,1720007825
413,bida,9.0833,6.0167,29.85,66,70,2.63,NG,1720007826
414,shitanjing,39.2342,106.3439,27.84,19,2,6.26,CN,1720007827
415,kitami,43.8031,143.8908,21.7,78,81,1.77,JP,1720007828
416,luderitz,-26.6481,15.1594,18.01,57,30,6.41,NA,1720007830
417,saint-pierre,-21.3393,55.4781,22.82,73,75,10.8,RE,1720007831
418,porkhov,57.765,29.5561,20.41,56,79,5.87,RU,1720007832
419,lhasa,29.65,91.1,22.19,44,60,2.73,CN,1720007582
420,nikolayevsk-on-amure,53.1406,140.73,19.73,77,57,0.44,RU,1720007835
421,orsa,54.5153,30.4053,19.33,74,100,2.65,BY,1720007570
422,bodo,67.28,14.405,12.19,90,75,3.09,NO,1720007837
423,kamennomostskiy,44.2983,40.1856,28.35,46,83,1.15,RU,1720007839
424,tralee,52.2704,-9.7026,15.14,88,75,3.6,IE,1720007672
425,nizhnesortymskiy,62.4397,71.7603,20.15,37,45,3.84,RU,1720007844
426,vasto,42.1243,14.7059,25.38,44,100,5.25,IT,1720007847
427,arar,30.9753,41.0381,39.01,8,0,7.2,SA,1720007848
428,taraz,42.9,71.3667,30.23,20,83,5.0,KZ,1720007849
429,oranjemund,-28.55,16.4333,16.86,63,2,3.05,NA,1720007851
430,serra,-20.1286,-40.3078,20.7,100,0,1.03,BR,1720007853
431,bani walid,31.7566,13.9942,34.73,22,0,5.4,LY,1720007854
432,praya,14.9215,-23.5087,27.3,74,40,3.6,CV,1720007856
433,savanna-la-mar,18.219,-78.1332,28.97,85,84,4.96,JM,1720007857
434,necochea,-38.5473,-58.7368,7.78,65,91,6.71,AR,1720007653
435,fale old settlement,-9.3852,-171.2468,28.62,79,18,10.23,TK,1720007859
436,kolonia town,6.964,158.206,28.94,75,45,4.41,FM,1720007861
437,tobelo,1.7284,128.0095,27.42,79,73,1.25,ID,1720007862
438,laojunmiao,39.8333,97.7333,23.34,34,100,8.02,CN,1720007863
439,al muwayh,22.4333,41.7583,37.14,9,85,10.56,SA,1720007864
440,vanino,49.0869,140.2543,19.07,92,91,1.62,RU,1720007866
441,swidnik,51.219,22.6962,22.61,56,75,3.09,PL,1720007867
442,kone,-21.0595,164.8658,20.45,90,86,1.63,NC,1720007868
443,kununurra,-15.7667,128.7333,21.99,53,6,2.57,AU,1720007870
444,limon,10.0,-83.0333,24.47,85,100,3.76,CR,1720007871
445,kruisfontein,-34.0033,24.7314,20.49,32,78,2.68,ZA,1720007872
446,grand gaube,-20.0064,57.6608,24.22,67,55,2.68,MU,1720007873
447,yinchuan,38.4681,106.2731,32.18,16,0,3.46,CN,1720007596
448,hammerfest,70.6634,23.6821,8.25,100,75,1.03,NO,1720007876
449,herkimer,43.0256,-74.986,21.1,84,97,2.84,US,1720007877
450,usogorsk,63.4106,48.6872,25.28,72,84,3.42,RU,1720007878
451,nuuk,64.1835,-51.7216,4.04,84,93,2.24,GL,1720007879
452,rabaul,-4.1967,152.1721,26.95,76,100,1.47,PG,1720007881
453,belomorsk,64.5232,34.7668,19.19,70,100,4.11,RU,1720007882
454,shushenskoye,53.325,91.9356,15.61,94,100,3.5,RU,1720007883
455,siyabuswa,-25.1132,29.0445,24.22,21,0,2.6,ZA,1720007884
456,jinchang,38.4953,102.1739,29.85,16,24,5.96,CN,1720007875
457,sabana de torres,7.3915,-73.4957,26.34,97,100,0.38,CO,1720007888
458,salalah,17.0151,54.0924,29.26,79,67,5.31,OM,1720007764
459,tsengel,49.4783,100.8894,19.68,73,21,2.92,MN,1720007890
460,del rio,29.3627,-100.8968,28.06,65,20,4.63,US,1720007892
461,matoury,4.8483,-52.3317,26.98,89,0,2.06,GF,1720007835
462,aldama,22.9167,-98.0667,24.72,92,13,0.83,MX,1720007894
463,selfoss,63.9331,-20.9971,9.93,88,100,6.74,IS,1720007895
464,holualoa,19.6228,-155.9522,19.37,100,70,2.39,US,1720007897
465,safford,32.834,-109.7076,25.06,65,88,0.89,US,1720007898
466,ivdel',60.6911,60.4206,31.49,39,21,3.24,RU,1720007899
467,mata-utu,-13.2816,-176.1745,28.24,80,14,10.0,WF,1720007900
468,as sulayyil,20.4607,45.5779,42.14,6,87,7.53,SA,1720007902
469,hacilar,38.6463,35.4494,29.83,17,0,2.06,TR,1720007903
470,mwene-ditu,-7.0,23.45,32.2,18,89,2.07,CD,1720007904
471,castillos,-34.1667,-53.8333,8.5,79,50,3.6,UY,1720007905
472,ad dawadimi,24.5077,44.3924,38.64,8,67,6.26,SA,1720007906
473,praia da vitoria,38.7333,-27.0667,23.14,73,40,4.74,PT,1720007908
474,shanhaiguan,39.9988,119.7564,21.49,78,53,1.2,CN,1720007909
475,commerce,34.0006,-118.1598,20.21,90,100,1.54,US,1720007910
476,bubaque,11.2833,-15.8333,27.15,77,55,6.35,GW,1720007911
477,nantucket,41.2835,-70.0995,21.16,83,70,1.36,US,1720007913
478,birobidzhan,48.8,132.95,22.24,78,98,2.96,RU,1720007619
479,pingliang,35.5392,106.6861,18.16,81,67,3.46,CN,1720007915
480,amga,60.8953,131.9608,19.67,96,66,1.0,RU,1720007916
481,barreiro do jaiba,-15.6167,-43.6,23.09,48,3,3.65,BR,1720007918
482,talakan,50.3167,130.3667,23.72,61,60,1.29,RU,1720007729
483,shingu,33.7333,135.9833,24.94,91,100,3.03,JP,1720007920
484,egersund,58.4513,5.9997,15.6,64,99,4.61,NO,1720007921
485,luba,3.4568,8.5547,28.94,84,84,6.13,GQ,1720007922
486,coquimbo,-29.9533,-71.3436,12.77,55,20,1.03,CL,1720007924
487,beichengqu,40.4394,113.1536,19.99,61,50,3.29,CN,1720007925
488,lerwick,60.1545,-1.1494,11.0,81,99,7.84,GB,1720007926
489,howrah,22.5892,88.3103,30.0,84,100,5.14,IN,1720007927
490,christchurch,-43.5333,172.6333,5.53,88,75,4.12,NZ,1720007649
491,erenhot,43.6475,111.9767,27.02,19,90,1.88,CN,1720007931
492,ust-tsilma,65.441,52.1498,17.58,76,100,1.99,RU,1720007932
493,sona,45.4388,10.8255,20.51,60,75,1.54,IT,1720007934
494,yeed,4.55,43.0333,33.97,32,79,9.75,SO,1720007935
495,dire dawa,9.5931,41.8661,31.65,34,100,1.95,ET,1720007936
496,sisimiut,66.9395,-53.6735,5.02,72,73,0.75,GL,1720007866
497,mumbwa,-14.9783,27.0619,27.02,17,27,2.52,ZM,1720007939
498,tamanrasset,22.785,5.5228,34.95,13,0,5.14,DZ,1720007940
499,crane,31.3974,-102.3501,25.1,57,64,7.74,US,1720007941
500,zolochiv,49.806,24.8944,15.55,87,100,1.54,UA,1720007944
501,richards bay,-28.783,32.0377,29.83,27,2,4.21,ZA,1720007737
502,linqiong,30.4159,103.4609,27.9,80,64,1.7,CN,1720007946
503,colonia,50.9333,6.95,14.92,84,75,2.57,DE,1720007732
504,kyaikkami,16.08,97.5675,25.27,93,100,4.45,MM,1720007949
505,chul'man,56.8479,124.9104,20.41,78,56,1.82,RU,1720007950
506,ouani,-12.1322,44.4258,25.93,66,58,6.65,KM,1720007952
507,jeonju,35.8219,127.1489,22.37,94,4,1.18,KR,1720007954
508,iwanai,42.9744,140.5089,16.86,91,98,1.87,JP,1720007845
509,coyhaique,-45.5752,-72.0662,0.34,88,95,3.64,CL,1720007956
510,sant carles de la rapita,40.6167,0.6,32.98,34,89,0.73,ES,1720007957
511,ciudad bolivar,8.1222,-63.5497,25.88,83,63,3.69,VE,1720007959
512,vyazemskiy,47.5378,134.7525,20.59,90,100,1.88,RU,1720007960
513,bayan,46.0833,127.4,16.67,95,100,6.3,CN,1720007961
514,novyy urengoy,66.0833,76.6333,17.73,43,100,6.7,RU,1720007962
515,sault ste. marie,46.5168,-84.3333,16.16,100,100,1.54,CA,1720007964
516,antofagasta,-23.65,-70.4,14.6,79,14,1.45,CL,1720007926
517,apia,-13.8333,-171.7667,22.95,83,12,12.1,WS,1720007900
518,caleta de carquin,-11.0925,-77.6267,16.79,86,60,1.97,PE,1720007967
519,ust'-barguzin,53.45,108.9833,21.25,61,0,1.93,RU,1720007969
520,port augusta,-32.5,137.7667,8.71,64,5,3.44,AU,1720007970
521,sola,-13.8833,167.55,25.81,75,59,8.17,VU,1720007971
522,minab,27.1467,57.0801,43.18,19,21,3.09,IR,1720007972
523,askiz,53.1319,90.5264,18.48,82,100,1.05,RU,1720007974
524,irymple,-34.25,142.1667,8.38,72,6,5.24,AU,1720007975
525,puerto armuelles,8.2833,-82.8667,22.99,90,95,1.8,PA,1720007976
526,saint-philippe,-21.3585,55.7679,22.77,81,22,7.16,RE,1720007977
527,banda aceh,5.5577,95.3222,28.12,73,71,5.38,ID,1720007979
528,kaa-khem,51.6833,94.7333,18.64,77,89,5.08,RU,1720007980
529,hwange,-18.3693,26.5019,28.73,16,0,2.06,ZW,1720007981
530,gorom-gorom,14.4439,-0.2361,32.64,42,100,6.62,BF,1720007982
531,tofol,5.3248,163.0078,28.9,74,53,5.08,FM,1720007983
532,paita,-5.0892,-81.1144,17.77,87,74,3.54,PE,1720007985
533,kwaksan,39.6875,125.0828,19.6,95,49,4.03,KP,1720007986
534,emerald,-23.5333,148.1667,11.86,89,1,4.22,AU,1720007987
535,palu,-0.8917,119.8707,24.02,99,100,0.93,ID,1720007988
536,mo i rana,66.3128,14.1428,13.26,83,100,1.03,NO,1720007990
537,shiyan,32.6475,110.7781,24.62,84,100,0.78,CN,1720007991
538,ma'rib,15.4591,45.3253,38.19,12,42,3.95,YE,1720007992
539,olinda,-8.0089,-34.8553,25.85,89,75,3.09,BR,1720007993
540,lalsot,26.5667,76.3333,33.37,59,100,2.1,IN,1720007995
541,krasnogorskoye,52.2953,86.1979,18.48,80,73,1.93,RU,1720007996
542,three points,32.0767,-111.3137,28.09,59,80,1.6,US,1720007997
543,bakanas,44.8081,76.2772,30.67,18,9,3.89,KZ,1720007998
544,kowon-up,39.4381,127.2431,21.38,80,35,4.16,KP,1720008000
545,bambanglipuro,-7.95,110.2833,25.47,90,95,5.41,ID,1720008011
546,talcahuano,-36.7167,-73.1167,7.53,78,99,3.39,CL,1720008017
547,hirara,24.8,125.2833,29.8,80,77,4.01,JP,1720008021
548,smithers,54.7804,-127.1743,7.0,97,8,1.39,CA,1720008023
549,laguna,38.421,-121.4238,25.08,56,40,2.06,US,1720008028
550,agat village,13.3886,144.6585,28.52,88,40,2.57,GU,1720008030
551,kuta,-8.7233,115.1723,25.97,94,75,4.63,ID,1720008031
552,saudarkrokur,65.7461,-19.6394,10.13,76,91,5.42,IS,1720008033
553,saint-joseph,-21.3667,55.6167,22.21,76,13,7.63,RE,1720008035
554,chernushka,56.5072,56.0766,27.85,61,8,2.84,RU,1720008037
555,horodok,49.1637,26.5839,15.62,97,100,6.35,UA,1720008038
556,arish,31.1316,33.7984,30.31,48,0,5.4,EG,1720008040
557,bouinan,36.5317,2.9919,29.54,24,0,4.31,DZ,1720008042
558,turkestan,43.3333,68.25,34.37,17,7,3.88,KZ,1720008043
559,trinity beach,-16.7888,145.6968,22.94,84,100,4.12,AU,1720008047
560,mamuju,-2.6748,118.8885,24.32,95,100,3.31,ID,1720008048
561,cerkezkoy,41.285,28.0003,30.1,48,20,9.77,TR,1720008050
562,gagliano del capo,39.8442,18.3695,25.63,59,27,5.81,IT,1720008051
